0.0,0.0,-1.0,0.0
0.1,-0.3894183423086505,-0.8775825618903728,-0.2657552592598986
0.30000000000000004,-0.07831423933503817,-0.8948622918998826,-0.05476394847523146
0.6000000000000001,-0.29558787574626927,-0.8934971467758964,-0.20391159643760826
1.0,-0.14601612251020005,-0.8869826300949083,-0.10184846991750703
1.5,-0.2455587010610329,-0.8907855686374219,-0.17016881255960967
2.1,-0.17870483543471835,-0.8872567481818601,-0.12442862889570744
2.8000000000000003,-0.22309036888231054,-0.8893495931034261,-0.15487112151215027
3.6000000000000005,-0.1934513918716424,-0.8877939346096831,-0.1345729313810953
4.500000000000001,-0.2131528542793562,-0.8887697589455454,-0.14807971331739186
5.500000000000001,-0.20002047916941249,-0.8880904656803555,-0.13908258119201763
6.600000000000001,-0.20875705486104346,-0.8885303521899761,-0.14507087025323137
7.800000000000002,-0.20293751733377635,-0.8882318178681595,-0.14108320243939604
9.100000000000001,-0.20681067308112075,-0.8884281054169659,-0.1437377092230832
10.500000000000002,-0.20423146365022946,-0.8882963183590914,-0.14197025913372885
12.000000000000002,-0.20594836172592434,-0.8883835709782166,-0.14314690053127627
13.600000000000001,-0.2048051904897474,-0.8883252644046864,-0.14236349795662398
15.3,-0.2055662271028517,-0.8883639872566056,-0.1428850486747481
17.1,-0.205059530387074,-0.8883381642931152,-0.1425378103963895
19.0,-0.20539686312574476,-0.888355337574139,-0.14276898794636889
21.0,-0.20517227318833908,-0.8883438957946045,-0.14261507598841086
23.1,-0.20532179613662313,-0.8883515096703094,-0.14271754518119517
25.3,-0.20522224759675092,-0.8883464389512042,-0.14264932417845982
27.6,-0.20528852349508084,-0.8883498141492157,-0.14269474346746736
30.0,-0.20524439891801677,-0.8883475667263662,-0.14266450468764696
32.5,-0.20527377559646878,-0.8883490628468832,-0.14268463669421722
35.1,-0.2052542174953599,-0.8883480667136303,-0.14267123342882634
37.800000000000004,-0.205267238648414,-0.88834872987972,-0.14268015689679853
40.6,-0.20525856956809999,-0.8883482883521774,-0.1426742159309591
